representation,query_index,neighbor_rank,distance,query_budget,query_family,query_seed,neighbor_budget,neighbor_family,neighbor_seed,action_disagree,view_disagree,family_disagree,phase_disagree
+ coarse occupancy sketch,312,2,2.7723085789936164,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,spiral,3,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,312,3,2.9853943681310837,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,spiral,2,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,312,4,3.030855702940592,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,nested-rings,2,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,312,5,3.090020843509626,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,volatility-clustering,0,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,312,6,3.142448133912513,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,nested-rings,0,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,312,7,3.16397038187968,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,nested-rings,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,312,8,3.2577963415063658,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,volatility-clustering,3,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,312,9,3.5906433900951664,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,multi-hole,1,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,312,10,3.6269994510995054,budget_24_rotated_slender,spiral,0,budget_24_rotated_slender,nested-rings,1,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,313,1,1.2252179655942084,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,spiral,0,1.0,1.0,0.0,0.0
+ coarse occupancy sketch,313,2,1.90868661911599,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,spiral,3,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,313,3,2.0408589941288677,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,spiral,2,1.0,1.0,0.0,0.0
+ coarse occupancy sketch,313,4,2.6385661878068625,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,volatility-clustering,0,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,313,5,2.963043514310035,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,volatility-clustering,3,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,313,6,3.4210410803007534,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,nested-rings,2,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,313,7,3.5968258356793354,budget_24_rotated_slender,spiral,1,budget_17_high_rot_aniso,volatility-clustering,0,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,313,8,3.615892518907085,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,nested-rings,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,313,9,3.6792262066549815,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,nested-rings,0,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,313,10,3.7299695961607013,budget_24_rotated_slender,spiral,1,budget_24_rotated_slender,volatility-clustering,2,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,314,1,1.3748724406591122,budget_24_rotated_slender,spiral,2,budget_24_rotated_slender,spiral,3,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,314,2,2.0408589941288677,budget_24_rotated_slender,spiral,2,budget_24_rotated_slender,spiral,1,1.0,1.0,0.0,0.0
+ coarse occupancy sketch,314,3,2.7192992136544962,budget_24_rotated_slender,spiral,2,budget_24_rotated_slender,volatility-clustering,0,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,314,4,2.777494537339596,budget_24_rotated_slender,spiral,2,budget_24_rotated_slender,volatility-clustering,3,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,314,5,2.9853943681310837,budget_24_rotated_slender,spiral,2,budget_24_rotated_slender,spiral,0,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,314,6,3.215124906287828,budget_24_rotated_slender,spiral,2,budget_17_high_rot_aniso,spiral,3,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,314,7,3.3626987409686846,budget_24_rotated_slender,spiral,2,budget_17_high_rot_aniso,spiral,1,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,314,8,3.484734059087458,budget_24_rotated_slender,spiral,2,budget_24_rotated_slender,volatility-clustering,2,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,314,9,3.538764075531196,budget_24_rotated_slender,spiral,2,budget_17_high_rot_aniso,volatility-clustering,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,314,10,3.9162060640388496,budget_24_rotated_slender,spiral,2,budget_17_high_rot_aniso,volatility-clustering,0,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,315,1,1.3748724406591122,budget_24_rotated_slender,spiral,3,budget_24_rotated_slender,spiral,2,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,315,2,1.90868661911599,budget_24_rotated_slender,spiral,3,budget_24_rotated_slender,spiral,1,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,315,3,2.69401562517507,budget_24_rotated_slender,spiral,3,budget_24_rotated_slender,volatility-clustering,0,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,315,4,2.7723085789936164,budget_24_rotated_slender,spiral,3,budget_24_rotated_slender,spiral,0,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,315,5,2.931047392888073,budget_24_rotated_slender,spiral,3,budget_24_rotated_slender,volatility-clustering,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,315,6,3.1940631379055535,budget_24_rotated_slender,spiral,3,budget_17_high_rot_aniso,spiral,1,1.0,1.0,0.0,0.0
+ coarse occupancy sketch,315,7,3.2429292498725455,budget_24_rotated_slender,spiral,3,budget_17_high_rot_aniso,spiral,3,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,315,8,3.3771819595355295,budget_24_rotated_slender,spiral,3,budget_24_rotated_slender,volatility-clustering,2,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,315,9,3.685247567700213,budget_24_rotated_slender,spiral,3,budget_17_high_rot_aniso,volatility-clustering,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,315,10,3.9272984653917673,budget_24_rotated_slender,spiral,3,budget_17_high_rot_aniso,spiral,0,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,316,1,1.8009437268326172,budget_24_rotated_slender,volatility-clustering,0,budget_24_rotated_slender,volatility-clustering,3,1.0,0.0,0.0,1.0
+ coarse occupancy sketch,316,2,2.049781681294465,budget_24_rotated_slender,volatility-clustering,0,budget_17_high_rot_aniso,volatility-clustering,0,1.0,0.0,0.0,1.0
+ coarse occupancy sketch,316,3,2.6385661878068625,budget_24_rotated_slender,volatility-clustering,0,budget_24_rotated_slender,spiral,1,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,316,4,2.69401562517507,budget_24_rotated_slender,volatility-clustering,0,budget_24_rotated_slender,spiral,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,316,5,2.7192992136544962,budget_24_rotated_slender,volatility-clustering,0,budget_24_rotated_slender,spiral,2,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,316,6,2.937051856197938,budget_24_rotated_slender,volatility-clustering,0,budget_24_rotated_slender,volatility-clustering,2,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,316,7,3.090020843509626,budget_24_rotated_slender,volatility-clustering,0,budget_24_rotated_slender,spiral,0,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,316,8,3.3452658835097266,budget_24_rotated_slender,volatility-clustering,0,budget_17_high_rot_aniso,volatility-clustering,3,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,316,9,3.433386164506696,budget_24_rotated_slender,volatility-clustering,0,budget_17_high_rot_aniso,volatility-clustering,2,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,316,10,3.4498943187949695,budget_24_rotated_slender,volatility-clustering,0,budget_17_high_rot_aniso,spiral,0,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,317,1,2.0904555106797202,budget_24_rotated_slender,volatility-clustering,1,budget_24_rotated_slender,cross-branch,1,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,317,2,2.585982391128767,budget_24_rotated_slender,volatility-clustering,1,budget_24_rotated_slender,cross-branch,3,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,317,3,2.7407695790568773,budget_24_rotated_slender,volatility-clustering,1,budget_24_rotated_slender,cross-branch,2,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,317,4,2.9184671859376534,budget_24_rotated_slender,volatility-clustering,1,budget_24_rotated_slender,volatility-clustering,3,1.0,0.0,0.0,1.0
+ coarse occupancy sketch,317,5,3.0096804399837307,budget_24_rotated_slender,volatility-clustering,1,budget_24_rotated_slender,cross-branch,0,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,317,6,3.127866554263815,budget_24_rotated_slender,volatility-clustering,1,budget_24_rotated_slender,volatility-clustering,2,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,317,7,3.436927140165619,budget_24_rotated_slender,volatility-clustering,1,budget_17_high_rot_aniso,volatility-clustering,1,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,317,8,3.4886008688749968,budget_24_rotated_slender,volatility-clustering,1,budget_17_high_rot_aniso,volatility-clustering,3,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,317,9,3.516758091915916,budget_24_rotated_slender,volatility-clustering,1,budget_17_high_rot_aniso,cross-branch,0,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,317,10,3.5267512821169813,budget_24_rotated_slender,volatility-clustering,1,budget_17_high_rot_aniso,cross-branch,1,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,318,1,2.4465504244617087,budget_24_rotated_slender,volatility-clustering,2,budget_24_rotated_slender,volatility-clustering,3,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,318,2,2.5780604282456907,budget_24_rotated_slender,volatility-clustering,2,budget_17_high_rot_aniso,volatility-clustering,3,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,318,3,2.937051856197938,budget_24_rotated_slender,volatility-clustering,2,budget_24_rotated_slender,volatility-clustering,0,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,318,4,3.127866554263815,budget_24_rotated_slender,volatility-clustering,2,budget_24_rotated_slender,volatility-clustering,1,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,318,5,3.1495116671338854,budget_24_rotated_slender,volatility-clustering,2,budget_24_rotated_slender,pinwheel,1,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,318,6,3.266762402838602,budget_24_rotated_slender,volatility-clustering,2,budget_17_high_rot_aniso,spiral,0,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,318,7,3.3630732346979575,budget_24_rotated_slender,volatility-clustering,2,budget_24_rotated_slender,cross-branch,3,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,318,8,3.3771819595355295,budget_24_rotated_slender,volatility-clustering,2,budget_24_rotated_slender,spiral,3,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,318,9,3.3801314434452903,budget_24_rotated_slender,volatility-clustering,2,budget_24_rotated_slender,mean-reversion,3,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,318,10,3.407778275594855,budget_24_rotated_slender,volatility-clustering,2,budget_24_rotated_slender,cross-branch,1,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,319,1,1.8009437268326172,budget_24_rotated_slender,volatility-clustering,3,budget_24_rotated_slender,volatility-clustering,0,1.0,0.0,0.0,1.0
+ coarse occupancy sketch,319,2,2.4465504244617087,budget_24_rotated_slender,volatility-clustering,3,budget_24_rotated_slender,volatility-clustering,2,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,319,3,2.5162845589403484,budget_24_rotated_slender,volatility-clustering,3,budget_17_high_rot_aniso,volatility-clustering,3,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,319,4,2.777494537339596,budget_24_rotated_slender,volatility-clustering,3,budget_24_rotated_slender,spiral,2,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,319,5,2.9184671859376534,budget_24_rotated_slender,volatility-clustering,3,budget_24_rotated_slender,volatility-clustering,1,1.0,0.0,0.0,1.0
+ coarse occupancy sketch,319,6,2.931047392888073,budget_24_rotated_slender,volatility-clustering,3,budget_24_rotated_slender,spiral,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,319,7,2.9440232028926836,budget_24_rotated_slender,volatility-clustering,3,budget_17_high_rot_aniso,volatility-clustering,0,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,319,8,2.963043514310035,budget_24_rotated_slender,volatility-clustering,3,budget_24_rotated_slender,spiral,1,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,319,9,3.2577963415063658,budget_24_rotated_slender,volatility-clustering,3,budget_24_rotated_slender,spiral,0,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,319,10,3.4524117300434867,budget_24_rotated_slender,volatility-clustering,3,budget_24_rotated_slender,pinwheel,1,0.0,0.0,1.0,1.0
+ random Fourier sketch,0,1,0.15279469235285886,budget_06_thin_strip,barbell-bridge,0,budget_06_thin_strip,double-loop,0,1.0,0.0,1.0,1.0
+ random Fourier sketch,0,2,0.21221732983509128,budget_06_thin_strip,barbell-bridge,0,budget_06_thin_strip,barbell-bridge,3,0.0,0.0,0.0,0.0
+ random Fourier sketch,0,3,0.2281836290922975,budget_06_thin_strip,barbell-bridge,0,budget_06_thin_strip,double-loop,1,0.0,0.0,1.0,0.0
+ random Fourier sketch,0,4,0.23359893111522978,budget_06_thin_strip,barbell-bridge,0,budget_06_thin_strip,barbell-bridge,2,0.0,0.0,0.0,0.0
+ random Fourier sketch,0,5,0.33238979365193805,budget_06_thin_strip,barbell-bridge,0,budget_06_thin_strip,volatility-clustering,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,0,6,0.3497891739647011,budget_06_thin_strip,barbell-bridge,0,budget_06_thin_strip,volatility-clustering,0,1.0,0.0,1.0,1.0
+ random Fourier sketch,0,7,0.3757857829035128,budget_06_thin_strip,barbell-bridge,0,budget_06_thin_strip,volatility-clustering,2,1.0,0.0,1.0,1.0
+ random Fourier sketch,0,8,0.38714145533796673,budget_06_thin_strip,barbell-bridge,0,budget_06_thin_strip,nested-rings,3,1.0,0.0,1.0,1.0
+ random Fourier sketch,0,9,0.3985170057267225,budget_06_thin_strip,barbell-bridge,0,budget_06_thin_strip,mean-reversion,3,1.0,0.0,1.0,0.0
+ random Fourier sketch,0,10,0.4119897678903294,budget_06_thin_strip,barbell-bridge,0,budget_06_thin_strip,nested-rings,2,1.0,0.0,1.0,1.0
+ random Fourier sketch,1,1,0.3930354749985354,budget_06_thin_strip,barbell-bridge,1,budget_06_thin_strip,volatility-clustering,3,0.0,0.0,1.0,1.0
+ random Fourier sketch,1,2,0.4301995080506667,budget_06_thin_strip,barbell-bridge,1,budget_06_thin_strip,pinwheel,0,0.0,0.0,1.0,1.0
+ random Fourier sketch,1,3,0.4538882161970437,budget_06_thin_strip,barbell-bridge,1,budget_06_thin_strip,mean-reversion,1,0.0,0.0,1.0,0.0
+ random Fourier sketch,1,4,0.4665932131706232,budget_06_thin_strip,barbell-bridge,1,budget_06_thin_strip,volatility-clustering,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,1,5,0.4987606584072428,budget_06_thin_strip,barbell-bridge,1,budget_06_thin_strip,pinwheel,1,0.0,0.0,1.0,1.0
+ random Fourier sketch,1,6,0.5153742702991383,budget_06_thin_strip,barbell-bridge,1,budget_06_thin_strip,nested-rings,3,0.0,0.0,1.0,1.0
+ random Fourier sketch,1,7,0.5799571403650902,budget_06_thin_strip,barbell-bridge,1,budget_06_thin_strip,barbell-bridge,0,1.0,0.0,0.0,0.0
+ random Fourier sketch,1,8,0.5822663397510413,budget_06_thin_strip,barbell-bridge,1,budget_06_thin_strip,barbell-bridge,3,1.0,0.0,0.0,0.0
+ random Fourier sketch,1,9,0.5955267129993432,budget_06_thin_strip,barbell-bridge,1,budget_06_thin_strip,cross-branch,2,1.0,0.0,1.0,0.0
+ random Fourier sketch,1,10,0.6590941210997231,budget_06_thin_strip,barbell-bridge,1,budget_06_thin_strip,double-loop,0,0.0,0.0,1.0,1.0
+ random Fourier sketch,2,1,0.2164473804841251,budget_06_thin_strip,barbell-bridge,2,budget_06_thin_strip,barbell-bridge,3,0.0,0.0,0.0,0.0
+ random Fourier sketch,2,2,0.22589301756156846,budget_06_thin_strip,barbell-bridge,2,budget_06_thin_strip,double-loop,0,1.0,0.0,1.0,1.0
+ random Fourier sketch,2,3,0.22976426418348317,budget_06_thin_strip,barbell-bridge,2,budget_06_thin_strip,double-loop,1,0.0,0.0,1.0,0.0
+ random Fourier sketch,2,4,0.23359893111522978,budget_06_thin_strip,barbell-bridge,2,budget_06_thin_strip,barbell-bridge,0,0.0,0.0,0.0,0.0
+ random Fourier sketch,2,5,0.27802704378188536,budget_06_thin_strip,barbell-bridge,2,budget_06_thin_strip,pinwheel,3,1.0,0.0,1.0,1.0
+ random Fourier sketch,2,6,0.28313468756131477,budget_06_thin_strip,barbell-bridge,2,budget_06_thin_strip,nested-rings,2,1.0,0.0,1.0,1.0
+ random Fourier sketch,2,7,0.3354103415395392,budget_06_thin_strip,barbell-bridge,2,budget_06_thin_strip,mean-reversion,3,1.0,0.0,1.0,0.0
+ random Fourier sketch,2,8,0.3373025006506481,budget_06_thin_strip,barbell-bridge,2,budget_06_thin_strip,double-loop,3,0.0,0.0,1.0,1.0
+ random Fourier sketch,2,9,0.36255153357106346,budget_06_thin_strip,barbell-bridge,2,budget_06_thin_strip,pinwheel,2,1.0,0.0,1.0,1.0
+ random Fourier sketch,2,10,0.3730186751424006,budget_06_thin_strip,barbell-bridge,2,budget_06_thin_strip,volatility-clustering,2,1.0,0.0,1.0,1.0
+ random Fourier sketch,3,1,0.21221732983509128,budget_06_thin_strip,barbell-bridge,3,budget_06_thin_strip,barbell-bridge,0,0.0,0.0,0.0,0.0
+ random Fourier sketch,3,2,0.2164473804841251,budget_06_thin_strip,barbell-bridge,3,budget_06_thin_strip,barbell-bridge,2,0.0,0.0,0.0,0.0
+ random Fourier sketch,3,3,0.2728688137707289,budget_06_thin_strip,barbell-bridge,3,budget_06_thin_strip,double-loop,0,1.0,0.0,1.0,1.0
+ random Fourier sketch,3,4,0.33361132045631503,budget_06_thin_strip,barbell-bridge,3,budget_06_thin_strip,double-loop,1,0.0,0.0,1.0,0.0
+ random Fourier sketch,3,5,0.3564253430221904,budget_06_thin_strip,barbell-bridge,3,budget_06_thin_strip,volatility-clustering,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,3,6,0.3895290561098799,budget_06_thin_strip,barbell-bridge,3,budget_06_thin_strip,nested-rings,3,1.0,0.0,1.0,1.0
+ random Fourier sketch,3,7,0.4283365335924426,budget_06_thin_strip,barbell-bridge,3,budget_06_thin_strip,volatility-clustering,0,1.0,0.0,1.0,1.0
+ random Fourier sketch,3,8,0.43171000927683745,budget_06_thin_strip,barbell-bridge,3,budget_06_thin_strip,pinwheel,3,1.0,0.0,1.0,1.0
+ random Fourier sketch,3,9,0.45159982790983105,budget_06_thin_strip,barbell-bridge,3,budget_06_thin_strip,mean-reversion,3,1.0,0.0,1.0,0.0
+ random Fourier sketch,3,10,0.46052227982855376,budget_06_thin_strip,barbell-bridge,3,budget_06_thin_strip,nested-rings,2,1.0,0.0,1.0,1.0
+ random Fourier sketch,4,1,0.1284647238590069,budget_06_thin_strip,crescent,0,budget_06_thin_strip,crescent,3,0.0,0.0,0.0,1.0
+ random Fourier sketch,4,2,0.2039193118846268,budget_06_thin_strip,crescent,0,budget_06_thin_strip,crescent,2,0.0,0.0,0.0,0.0
+ random Fourier sketch,4,3,0.5099963468082236,budget_06_thin_strip,crescent,0,budget_06_thin_strip,pinwheel,0,1.0,1.0,1.0,1.0
+ random Fourier sketch,4,4,0.5505174465340377,budget_06_thin_strip,crescent,0,budget_06_thin_strip,mean-reversion,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,4,5,0.5982802999670644,budget_06_thin_strip,crescent,0,budget_06_thin_strip,mean-reversion,2,1.0,1.0,1.0,1.0
+ random Fourier sketch,4,6,0.6541218647709182,budget_06_thin_strip,crescent,0,budget_06_thin_strip,cross-branch,2,1.0,1.0,1.0,1.0
+ random Fourier sketch,4,7,0.7009674858363456,budget_06_thin_strip,crescent,0,budget_06_thin_strip,pinwheel,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,4,8,0.7036690830428418,budget_06_thin_strip,crescent,0,budget_06_thin_strip,nested-rings,3,1.0,1.0,1.0,1.0
+ random Fourier sketch,4,9,0.7229444910258203,budget_06_thin_strip,crescent,0,budget_06_thin_strip,barbell-bridge,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,4,10,0.7236396358495806,budget_06_thin_strip,crescent,0,budget_06_thin_strip,volatility-clustering,1,0.0,0.0,1.0,1.0
+ random Fourier sketch,5,1,0.753309452511718,budget_06_thin_strip,crescent,1,budget_06_thin_strip,pinwheel,1,1.0,1.0,1.0,0.0
+ random Fourier sketch,5,2,0.9004323915120185,budget_06_thin_strip,crescent,1,budget_06_thin_strip,crescent,0,0.0,0.0,0.0,1.0
+ random Fourier sketch,5,3,0.9188966411458316,budget_06_thin_strip,crescent,1,budget_06_thin_strip,crescent,2,0.0,0.0,0.0,1.0
+ random Fourier sketch,5,4,0.9642725177212341,budget_06_thin_strip,crescent,1,budget_06_thin_strip,volatility-clustering,3,1.0,1.0,1.0,1.0
+ random Fourier sketch,5,5,0.9825722769190971,budget_06_thin_strip,crescent,1,budget_06_thin_strip,crescent,3,0.0,0.0,0.0,0.0
+ random Fourier sketch,5,6,1.0998737200996593,budget_06_thin_strip,crescent,1,budget_06_thin_strip,mean-reversion,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,5,7,1.123774741160971,budget_06_thin_strip,crescent,1,budget_06_thin_strip,barbell-bridge,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,5,8,1.1335271761188614,budget_06_thin_strip,crescent,1,budget_06_thin_strip,pinwheel,0,1.0,1.0,1.0,1.0
+ random Fourier sketch,5,9,1.194831538236652,budget_06_thin_strip,crescent,1,budget_06_thin_strip,multi-hole,3,0.0,0.0,1.0,0.0
+ random Fourier sketch,5,10,1.3135517731707638,budget_06_thin_strip,crescent,1,budget_06_thin_strip,cross-branch,2,1.0,1.0,1.0,1.0
+ random Fourier sketch,6,1,0.17356403939711118,budget_06_thin_strip,crescent,2,budget_06_thin_strip,crescent,3,0.0,0.0,0.0,1.0
+ random Fourier sketch,6,2,0.2039193118846268,budget_06_thin_strip,crescent,2,budget_06_thin_strip,crescent,0,0.0,0.0,0.0,0.0
+ random Fourier sketch,6,3,0.4976779906358508,budget_06_thin_strip,crescent,2,budget_06_thin_strip,mean-reversion,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,6,4,0.5255218001129014,budget_06_thin_strip,crescent,2,budget_06_thin_strip,pinwheel,0,1.0,1.0,1.0,1.0
+ random Fourier sketch,6,5,0.6036935733264535,budget_06_thin_strip,crescent,2,budget_06_thin_strip,mean-reversion,2,1.0,1.0,1.0,1.0
+ random Fourier sketch,6,6,0.663751844806626,budget_06_thin_strip,crescent,2,budget_06_thin_strip,nested-rings,3,1.0,1.0,1.0,1.0
+ random Fourier sketch,6,7,0.6857435094464669,budget_06_thin_strip,crescent,2,budget_06_thin_strip,pinwheel,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,6,8,0.7184213600111679,budget_06_thin_strip,crescent,2,budget_06_thin_strip,barbell-bridge,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,6,9,0.7238878551088733,budget_06_thin_strip,crescent,2,budget_06_thin_strip,cross-branch,2,1.0,1.0,1.0,1.0
+ random Fourier sketch,6,10,0.7284545982886029,budget_06_thin_strip,crescent,2,budget_06_thin_strip,volatility-clustering,1,0.0,0.0,1.0,1.0
+ random Fourier sketch,7,1,0.1284647238590069,budget_06_thin_strip,crescent,3,budget_06_thin_strip,crescent,0,0.0,0.0,0.0,1.0
+ random Fourier sketch,7,2,0.17356403939711118,budget_06_thin_strip,crescent,3,budget_06_thin_strip,crescent,2,0.0,0.0,0.0,1.0
+ random Fourier sketch,7,3,0.44856039110170476,budget_06_thin_strip,crescent,3,budget_06_thin_strip,pinwheel,0,1.0,1.0,1.0,1.0
+ random Fourier sketch,7,4,0.47321914843358304,budget_06_thin_strip,crescent,3,budget_06_thin_strip,mean-reversion,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,7,5,0.49408439631331835,budget_06_thin_strip,crescent,3,budget_06_thin_strip,mean-reversion,2,1.0,1.0,1.0,1.0
+ random Fourier sketch,7,6,0.6099311770095918,budget_06_thin_strip,crescent,3,budget_06_thin_strip,cross-branch,2,1.0,1.0,1.0,1.0
+ random Fourier sketch,7,7,0.6118973446012614,budget_06_thin_strip,crescent,3,budget_06_thin_strip,nested-rings,3,1.0,1.0,1.0,0.0
+ random Fourier sketch,7,8,0.6566769514267456,budget_06_thin_strip,crescent,3,budget_06_thin_strip,volatility-clustering,1,0.0,0.0,1.0,1.0
+ random Fourier sketch,7,9,0.7096653824212784,budget_06_thin_strip,crescent,3,budget_06_thin_strip,pinwheel,1,1.0,1.0,1.0,0.0
+ random Fourier sketch,7,10,0.7108761730510775,budget_06_thin_strip,crescent,3,budget_06_thin_strip,barbell-bridge,1,1.0,1.0,1.0,1.0
+ random Fourier sketch,8,1,0.22213724245940447,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,cross-branch,3,1.0,0.0,0.0,0.0
+ random Fourier sketch,8,2,0.27211215012788365,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,pinwheel,3,1.0,0.0,1.0,1.0
+ random Fourier sketch,8,3,0.2728989242956644,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,cross-branch,1,1.0,0.0,0.0,0.0
+ random Fourier sketch,8,4,0.30497203357670233,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,nested-rings,2,1.0,0.0,1.0,1.0
+ random Fourier sketch,8,5,0.35456025490817,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,double-loop,3,0.0,0.0,1.0,1.0
+ random Fourier sketch,8,6,0.3689597706988193,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,pinwheel,2,1.0,0.0,1.0,1.0
+ random Fourier sketch,8,7,0.3772552650495373,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,double-loop,1,0.0,0.0,1.0,0.0
+ random Fourier sketch,8,8,0.4062041566336667,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,barbell-bridge,2,0.0,0.0,1.0,0.0
+ random Fourier sketch,8,9,0.41064275584344256,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,mean-reversion,3,1.0,0.0,1.0,0.0
+ random Fourier sketch,8,10,0.41877861598049804,budget_06_thin_strip,cross-branch,0,budget_06_thin_strip,mean-reversion,0,0.0,0.0,1.0,0.0
+ random Fourier sketch,9,1,0.2728989242956644,budget_06_thin_strip,cross-branch,1,budget_06_thin_strip,cross-branch,0,1.0,0.0,0.0,0.0
+ random Fourier sketch,9,2,0.3154737124930659,budget_06_thin_strip,cross-branch,1,budget_06_thin_strip,cross-branch,3,1.0,0.0,0.0,0.0
+ random Fourier sketch,9,3,0.3581149783824558,budget_06_thin_strip,cross-branch,1,budget_06_thin_strip,cross-branch,2,1.0,0.0,0.0,0.0
+ random Fourier sketch,9,4,0.37384295594672945,budget_06_thin_strip,cross-branch,1,budget_06_thin_strip,pinwheel,3,0.0,0.0,1.0,1.0
